&#160;Ст.;Код;Наименование;Группа;Поставщик;Покупатель;Отсрочка;Торговый агент;ИНН;Ан. счет;Вид цены по умолчанию;Лимит кредита (руб);Лимит кредита изм-ся вручную;Стоп-лист изм-ся вручную;Номер маршрута;Телефон;Юридический адрес;Адрес доставки;Макс. отсрочка;Время дост. контр.;Полное наименование;Код ОКПО;Код ОКОНХ;Банковские реквизиты;Директор;Гл. бух.;№ договора;Дата договора;Вышестоящая орг.;Долги на вышестоящую орг.;Email-адрес;КПП;Макс. сумма операции;БИК;Время доставки;EDI;Серия_лицензии;Номер_лицензии;Дата_выдачи;Кем_выдана;Срок_действия_лиц_с;Срок_действия_лиц_по;Рег_номер_лицензии;Степень_сложности;Работает по ЭДО
0;0;936985;Трактат;Магнит•ПД МК;1;1;;;2310031475;201185638;;;0;0;;+7(960)711-65-63;350002, Краснодарский край, Краснодар г, Леваневского 185;170033, Тверская обл, Тверь г, Волоколамский пр-кт, дом № 12, помещение № VI;;;"АО ""Тандер"" м-н Трактат";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936985@magnit.ru;695045049;;40349602;;;;;;;;;;;Нет
0;0;503986;Трассировка;ПД Москва 6 (24);1;1;;;2310031475;201191736;;;0;0;;+7(966)175-54-40;350002, Краснодарский край, Краснодар г, Леваневского 185;141654, Московская обл, Клин г, Павельцево д;;;"АО ""Тандер"" м-н Трассировка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md503986@magnit.ru;502045025;;40349602;;;;50РПА0010027;;;29.12.2020;12.08.2024;;;Нет
0;0;502871;Траст;ПД Москва 5 (24);1;1;;;2310031475;201176632;;;0;0;;"+7(906)029-62-64; +79060296264";350002, Краснодарский край, Краснодар г, Леваневского 185;143103, Московская обл, Рузский р-н, Руза г, Ульяновская ул, дом № 10;;;"АО ""Тандер"" м-н Траст";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502871@magnit.ru;507545005;;40349602;;;;50РПА0012833;;;19.09.2017;14.10.2026;50РПА0012833;;Нет
0;0;936955;Трение;Магнит•ПД МК;1;1;;;2310031475;201173180;;;0;0;;+7(960)709-63-62;350002, Краснодарский край, Краснодар г, Леваневского 185;170032, Тверская обл, Тверь г, Химинститута п, дом № 34,а;;;"АО ""Тандер"" м-н Трение";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936955@magnit.ru;695045001;;40349602;;;;;;;;;;;Нет
0;0;955019;Треуголка;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201178393;;;0;0;;+7(966)314-31-22;350002, Краснодарский край, Краснодар г, Леваневского 185;141142, Московская обл, Щелковский р-н, Аничково п, дом № 3А;;;"АО ""Тандер"" м-н Треуголка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk955019@magnit.ru;505045025;;40349602;;;;;;;;;;;Нет
0;1;503572;Тригонометрия;ПД Москва 3 (24);1;1;;;2310031475;201183862;;;0;0;;+7(909)168-78-21;350002, Краснодарский край, Краснодар г, Леваневского 185;143909, Московская обл, Балашиха г, Щелковское ш., дом № 141 б., нежилые помещения № 1-10;;;"АО ""Тандер"" м-н Тригонометрия";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;500145040;;40349602;;;;50РПА0008983;23.05.2019;;23.05.2019;02.12.2023;;;Нет
0;0;504320;Тримити;ПД Москва 1 (24);1;1;;;2310031475;201169539;;;0;0;;+7(964)762-35-32;350002, Краснодарский край, Краснодар г, Леваневского 185;142190, Москва г, Троицк г, Центральная ул, дом № 24;;;"АО ""Тандер"" м-н Тримити";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md504320@magnit.ru;775145001;;40349602;48;;;77РПА0009501;06.02.2014;Департамент торговли и услуг г. Москвы;06.02.2014;05.02.2024;77РПА0009501;;Нет
0;0;733685;Тринадцатилетие;Магнит•ПД МК;1;1;;;2310031475;201195007;;;0;0;;+7(964)584-33-97;350002, Краснодарский край, Краснодар г, Леваневского 185;143408, Московская обл, Красногорск г, Крайняя ул, дом № 11;;;"АО ""Тандер"" м-н Тринадцатилетие";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk733685@magnit.ru;502445040;;40349602;;;;;;;;;;;Нет
0;1;502441;Тулес;ПД Москва 1 (24);1;1;;;2310031475;201177616;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141411, Московская обл, Химки г, Зеленая ул, дом № 7, пом. 002;;;"АО ""Тандер"" м-н Тулес";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504745044;;40349602;;;;50РПА0012408;;;09.06.2018;20.08.2020;50РПА0012408;;Нет
0;0;771766;Тургеневка;ПД Москва 1 (6);1;1;;;2310031475;201173014;;;0;0;;"+7(967)162-05-96; +79671620596";350002, Краснодарский край, Краснодар г, Леваневского 185;127276, Москва г, Академика Комарова ул, дом № 9, этаж 1, помещение I-комнаты с 1 по 8;;;"АО ""Тандер"" м-н Тургеневка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md771766@magnit.ru;771545026;;40349602;48;;;77РПА0013928;;;22.06.2018;21.06.2023;;;Нет
0;0;879903;Турнюра;Магнит•ПД МК;1;1;;;2310031475;201194926;;;0;0;;+7(965)174-80-21;350002, Краснодарский край, Краснодар г, Леваневского 185;143430, Московская обл, Красногорск г, Нахабино рп, Красноармейская ул, дом № 44,,Помещение 4;;;"АО ""Тандер"" м-н Турнюра";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk879903@magnit.ru;502445039;;40349602;;;;;;;;;;;Нет
0;1;502720;Турон;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201171162;;;0;0;;+7(909)954-64-66;350002, Краснодарский край, Краснодар г, Леваневского 185;141196, Московская обл, Фрязино г, Мира пр-кт, дом № 17а,1 этаж, помещение №№1,2,4,5;;;"АО ""Тандер"" м-н Турон";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;505045009;;40349602;;;;50РПА0002829;05.07.2016;Министерством потребительского рынка и услуг МО;05.07.2016;12.02.2025;50РПА0002829;;Нет
0;0;502438;Турухтан;ПД Москва 6 (24);1;1;;;2310031475;201170170;;;0;0;;+7(968)370-20-07;350002, Краснодарский край, Краснодар г, Леваневского 185;141720, Московская обл, Долгопрудный г, Новый Бульвар ул, дом № 4, пом. 4, пом. 5, пом. 6;;;"АО ""Тандер"" м-н Турухтан";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502438@magnit.ru;504745014;;40349602;;;;50РПА0012058;27.11.2015;Министерство потребительского рынка и услуг МО;27.11.2015;23.06.2026;50РПА0012058;;Нет
0;0;694802;Тэмпл;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;201170021;;;0;0;;+7(903)033-68-41;350002, Краснодарский край, Краснодар г, Леваневского 185;171842, Тверская обл, Удомельский р-н, Удомля г, Автодорожный пер, дом № 1/1;;;"АО ""Тандер"" м-н Тэмпл";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md694802@magnit.ru;690845013;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;0;708564;Убежище;Магнит•ПД МК;1;1;;;2310031475;201189130;;;0;0;;+7(968)857-05-40;350002, Краснодарский край, Краснодар г, Леваневского 185;141707, Московская обл, Долгопрудный г, Московская ул, дом № 58, корпус 2, помещение 104-2;;;"АО ""Тандер"" м-н Убежище";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk708564@magnit.ru;504745072;;40349602;;;;;;;;;;;Нет
0;1;504321;Увераль;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141207, Московская обл, Пушкинский р-н, Пушкино г, Московский пр-кт, дом № 21;;;"АО ""Тандер"" м-н Увераль";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;369055;Угодничание;Магнит•ПД МК;1;1;;;2310031475;201196976;;;0;0;;+7(960)709-51-93;350002, Краснодарский край, Краснодар г, Леваневского 185;170019, Тверская обл, Тверь г, Маяковского ул, дом № 33,,Помещение 8б;;;"АО ""Тандер"" м-н Угодничание";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk369055@magnit.ru;695245035;;40349602;;;;;;;;;;;Нет
0;0;690016;Удомля;Магнит•ПД Тверь Восток 6;1;1;0;;2310031475;201168201;;;0;0;;+7(906)656-14-04;350002, Краснодарский край, Краснодар г, Леваневского 185;171841, Тверская обл, Удомельский р-н, Удомля г, Энтузиастов ул, дом № 6;;;"АО ""Тандер"" м-н Удомля";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690016@magnit.ru;691632001;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;0;694831;Узвар;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;201168436;;;0;0;;+7(961)016-58-32;350002, Краснодарский край, Краснодар г, Леваневского 185;170513, Тверская обл, Калининский р-н, Орша пгт, Калинина ул, дом № 16;;;"АО ""Тандер"" м-н Узвар";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md694831@magnit.ru;694945009;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;31.03.2021;30.06.2026;69РПА0001868;;Нет
0;1;936987;Узкий;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;171080, Тверская обл, Бологовский р-н, Бологое г;;;"АО ""Тандер"" м-н Узкий";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;509281;Укулеле;ПД Москва 6 (6);1;1;;;2310031475;201177906;;;0;0;;+7(968)677-71-74;350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Окружная ул, дом № 11, 1 этаж;;;"АО ""Тандер"" м-н Укулеле";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md509281@magnit.ru;504745049;;40349602;;;;50РПА0010951;;;17.01.2020;20.01.2025;50РПА0010951;;Нет
0;0;955022;Умбрия;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201189459;;;0;0;;+7(966)187-07-41;350002, Краснодарский край, Краснодар г, Леваневского 185;141090, Московская обл, Королев г, Юбилейный мкр, А.И.Нестеренко ул, дом № 19;;;"АО ""Тандер"" м-н Умбрия";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk955022@magnit.ru;501845028;;40349602;;;;;;;;;;;Нет
0;1;936904;Умиротворенье;Магнит•ПД МК;1;1;;;2310031475;201173067;;;0;0;;+7(906)656-13-96;350002, Краснодарский край, Краснодар г, Леваневского 185;171841, Тверская обл, Удомельский р-н, Удомля г, Курчатова пр-кт, дом № 7;;;"АО ""Тандер"" м-н Умиротворенье";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;691645001;;40349602;;;;;;;;;;;Нет
0;0;502348;Усадка;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201171739;;;0;0;;+7(906)032-88-51;350002, Краснодарский край, Краснодар г, Леваневского 185;141068, Московская обл, Королев г, Полевая ул, дом № 43/12, пом. №№0109,0110,0111;;;"АО ""Тандер"" м-н Усадка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502348@magnit.ru;501845006;;40349602;;;;50РПА0012194;;;06.10.2017;16.07.2026;50РПА0012194;;Нет
0;0;242442;Усмирение;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;170037, Тверская обл, Тверь г, Склизкова ул, дом № 102б;;;"АО ""Тандер"" м-н Усмирение";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;695045068;;40349602;;;;;;;;;;;Нет
0;0;202316;Утеснение;Магнит•ПД МК;1;1;;;2310031475;201194750;;;0;0;;+7(964)584-36-53;350002, Краснодарский край, Краснодар г, Леваневского 185;141284, Московская обл, Ивантеевка г, Победы ул, дом № 11;;;"АО ""Тандер"" м-н Утеснение";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk202316@magnit.ru;503845047;;40349602;;;;;;;;;;;Нет
0;0;777788;Фабьен;ПД Москва 1 (24);1;1;;;2310031475;201179803;;;0;0;;+7(909)921-94-27;350002, Краснодарский край, Краснодар г, Леваневского 185;127253, Москва г, Псковская ул, дом № 6, помещение №I, комнаты №31,1а,1б,1в,1г,1д,1е,1ж,1з,1и,1к,1л,1м,1н,2,28,28а,28б,28в,28г,;;;"АО ""Тандер"" м-н Фабьен";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md777788@magnit.ru;771545022;;40349602;48;;;77РПА0015226;06.08.2015;Департаментом торговли и услуг г. Москвы;07.04.2021;06.04.2026;77РПА0011295;;Нет
0;0;502848;Фагара;ПД Москва 6 (6);1;1;;;2310031475;201177642;;;0;0;;+7(906)029-62-44;350002, Краснодарский край, Краснодар г, Леваневского 185;143611, Московская обл, Волоколамский р-н, Сычево рп, Школьная ул, дом № 4А;;;"АО ""Тандер"" м-н Фагара";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502848@magnit.ru;500445006;;40349602;;;;50РПА0009686;;;06.08.2019;13.05.2024;;;Нет
0;1;947759;Фальц;Магнит•ПД МК;1;1;;;2310031475;201173407;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;129347, Москва г, Ярославское ш, дом № 12, корпус 2;;;"АО ""Тандер"" м-н Фальц";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;771645015;;40349602;;;;;;;;;;;Нет
0;1;945094;Фантазийный;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;143500, Московская обл, Истринский р-н, Новопетровское с, Полевая ул, дом № 4 а;;;"АО ""Тандер"" м-н Фантазийный";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;084971;Фейербах;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201189182;;;0;0;;+7(966)187-07-33;350002, Краснодарский край, Краснодар г, Леваневского 185;141052, Московская обл, Мытищи г, Марфино с, Ильинская ул;;;"АО ""Тандер"" м-н Фейербах";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk084971@magnit.ru;502945015;;40349602;;;;;;;;;;;Нет
0;0;937744;Фелисити;Магнит•ПД МК;1;1;;;2310031475;201173287;;;0;0;;+7(968)049-24-17;350002, Краснодарский край, Краснодар г, Леваневского 185;127560, Москва г, Лескова ул, дом № 26а,пом. №1,ком. №№1,2,3,4;;;"АО ""Тандер"" м-н Фелисити";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk937744@magnit.ru;771545019;;40349602;48;;;;;;;;;;Нет
0;0;935004;Ферезея;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201175033;;;0;0;;+7(906)032-67-62;350002, Краснодарский край, Краснодар г, Леваневского 185;141033, Московская обл, Мытищинский р-н, Пироговский рп, Фабричная ул, дом № 3;;;"АО ""Тандер"" м-н Ферезея";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935004@magnit.ru;502932001;;40349602;48;;;;;;;;;;Нет
0;1;694864;Фермент;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;Тверская обл, Ржев г, Большая Спасская ул, дом № 8 б;;;"АО ""Тандер"" м-н Фермент";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;694866;Фернесс;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201167754;;;0;0;;+7(961)016-52-67;350002, Краснодарский край, Краснодар г, Леваневского 185;170040, Тверская обл, Тверь г, 50 лет Октября пр-кт, дом № 12;;;"АО ""Тандер"" м-н Фернесс";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md694866@magnit.ru;695045032;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;0;937799;Филенка;Магнит•ПД МК;1;1;;;2310031475;201179794;;;0;0;;+7(903)675-90-41;350002, Краснодарский край, Краснодар г, Леваневского 185;127549, Москва г, Мурановская ул, дом № 6, этаж 1, помещение 111, 1,1а,1б,2-18;;;"АО ""Тандер"" м-н Филенка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk937799@magnit.ru;771545010;;40349602;48;;;;;;;;;;Нет
0;0;935008;Филира;Магнит•ПД МК;1;1;;;2310031475;201175385;;;0;0;;+7(906)783-63-98;350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Батарейная ул, дом № 8А;;;"АО ""Тандер"" м-н Филира";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935008@magnit.ru;504745009;;40349602;;;;;;;;;;;Нет
0;0;773322;Филофет;ПД Москва 1 (24);1;1;;;2310031475;201168724;;;0;0;;+7(906)783-61-79;350002, Краснодарский край, Краснодар г, Леваневского 185;127562, Москва г, Декабристов ул, дом № 10, корпус 2,пом. II, ком. 1,3,4,5,6,7,8,9,10,11,12,11(с);;;"АО ""Тандер"" м-н Филофет";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773322@magnit.ru;771545014;;40349602;48;;;77РПА0013911;26.09.2014;;11.06.2019;12.06.2023;77РПА0013911;;Нет
0;0;773091;Финдар;ПД Москва 1 (24);1;1;;;2310031475;201167293;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;127276, Москва г, Ботаническая ул, дом № 14, нежилое помещение V комнаты №1,1а, 1б,3,5,8,8а,8б,8в,9-12,12а,12б,13;;;"АО ""Тандер"" м-н Финдар";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;771545009;;40349602;48;;;77РПА0009720;15.05.2014;Департаментом торговли и услуг г. Москвы;19.06.2019;25.10.2023;;;Нет
0;0;502371;Финишер;ПД Москва 1 (24);1;1;;;2310031475;201184290;;;0;0;;+7(909)621-78-87;350002, Краснодарский край, Краснодар г, Леваневского 185;143080, Московская обл, Одинцовский р-н, ВНИИССОК п, Селекционная ул, дом № 13;;;"АО ""Тандер"" м-н Финишер";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502371@magnit.ru;503245003;;40349602;48;;;50РПА0010193;20.11.2015;Министерство потребительского рынка и услуг МО;31.08.2021;23.09.2026;50РПА0010193;;Нет
0;0;147508;Фисгармония;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201197061;;;0;0;;+7(903)590-77-68;350002, Краснодарский край, Краснодар г, Леваневского 185;143988, Московская обл, Балашиха г, Косинское (Новое Павлино мкр.) ш, дом № 10;;;"АО ""Тандер"" м-н Фисгармония";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md147508@magnit.ru;501245031;;40349602;;;;;;;;;;;Нет
0;0;502657;Флемминг;ПД Москва 1 (6);1;1;;;2310031475;201168046;;;0;0;;+7(909)921-93-94;350002, Краснодарский край, Краснодар г, Леваневского 185;141850, Московская обл, Дмитровский р-н, Деденево рп, Московская ул, дом № 5;;;"АО ""Тандер"" м-н Флемминг";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502657@magnit.ru;500745018;;40349602;;;;50РПА0019486;23.12.2015;Министерство потребительского рынка и услуг МО;09.12.2021;22.12.2026;50РПА0013330;;Нет
0;0;504325;Флитвуд;ПД Москва 6 (24);1;1;;;2310031475;201167657;;;0;0;;+7(966)135-92-84;350002, Краснодарский край, Краснодар г, Леваневского 185;143500, Московская обл, Истринский р-н, Истра г, 25 лет Октября ул, дом № 10;;;"АО ""Тандер"" м-н Флитвуд";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md504325@magnit.ru;501745001;;40349602;48;;;50РПА0009232;20.11.2015;Министерство потребительского рынка и услуг МО;12.02.2019;25.12.2023;50РПА0009232;;Нет
0;0;936952;Флоренский;Магнит•ПД МК;1;1;;;2310031475;201174820;;;0;0;;+7(961)016-47-87;350002, Краснодарский край, Краснодар г, Леваневского 185;171274, Тверская обл, Конаковский р-н, Козлово пгт, Октябрьская ул, дом № 40;;;"АО ""Тандер"" м-н Флоренский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936952@magnit.ru;694945013;;40349602;;;;;;;;;;;Нет
0;1;503070;Флоридский;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141206, Московская обл, Пушкинский р-н, Пушкино г, 3-я Домбровская ул, дом № 27, этаж 1 нежилые помещения;;;"АО ""Тандер"" м-н Флоридский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;503845031;;40349602;;;;;;;;;;;Нет
0;0;690090;Форбант;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186530;;;0;0;;+7(906)656-12-89;350002, Краснодарский край, Краснодар г, Леваневского 185;170002, Тверская обл, Тверь г, Фадеева ул, дом № 8;;;"АО ""Тандер"" м-н Форбант";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690090@magnit.ru;695045005;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
